Date,WIP,,Date,,,,date,all_wpd,,Date,,,Date,WIP,MOVE,,Date,WIP,MOVE
2021/9/13,84,,2022/2/23,,,,2021/10/16,5307,,2022/2/23,,,2022/3/17,8084,0,,2022/3/17,8084,8921
2021/9/13,62,,2022/2/24,,,,2021/10/16,4406,,2022/2/24,,,2022/3/18,36933,14446,,2022/3/18,36933,14446
2021/9/13,914,,2022/2/25,,,,2022/1/6,3484,,2022/2/25,,,2022/3/19,9457,4399,,2022/3/19,9457,4399
2021/9/13,25,,2022/2/26,,,,2022/1/27,4757,,2022/2/26,,,2022/3/20,12210,16970,,2022/3/20,12210,16970
2021/9/13,1777,,2022/2/27,,,,2022/1/27,5211,,2022/2/27,,,2022/3/21,14078,5413,,2022/3/21,14078,5413
2021/9/13,787,,2022/2/28,,,,2022/1/27,5736,,2022/2/28,,,2022/3/22,5842,4006,,2022/3/22,5842,4006
2021/9/13,300,,2022/3/1,,,,2022/1/27,6157,,2022/3/1,,,2022/3/23,11991,10774,,2022/3/23,11991,10774
2021/9/13,839,,2022/3/2,,,,2021/11/12,5433,,2022/3/2,,,2022/3/24,9650,11464,,2022/3/24,9650,11464
2021/9/13,858,,2022/3/3,,,,2021/11/12,5518,,2022/3/3,,,2022/3/25,31097,14691,,2022/3/25,31097,14691
2021/9/13,0,,2022/3/4,,,,2021/11/12,4489,,2022/3/4,,,2022/3/26,14522,37084,,2022/3/26,14522,37084
2021/9/13,21,,2022/3/5,,,,2022/7/16,5676,,2022/3/5,,,2022/3/27,40923,5444,,2022/3/27,40923,5444
2022/8/14,0,,2022/3/6,,,,2021/9/23,5278,,2022/3/6,,,2022/3/28,5301,0,,2022/3/28,5301,5444
2022/8/14,0,,2022/3/7,,,,2022/6/25,2889,,2022/3/7,,,2022/3/29,7382,20781,,2022/3/29,7382,20781
2022/8/14,0,,2022/3/8,,,,2022/6/25,6095,,2022/3/8,,,2022/3/30,21923,0,,2022/3/30,21923,20781
2022/8/14,902,,2022/3/9,,,,2022/6/25,4781,,2022/3/9,,,2022/3/31,12507,16346,,2022/3/31,12507,16346
2022/8/14,0,,2022/3/10,,,,2022/4/5,0,,2022/3/10,,,2022/4/1,8380,9960,,2022/4/1,8380,9960
2022/1/2,592,,2022/3/11,,,,2021/11/6,4316,,2022/3/11,,,2022/4/2,4422,20302,,2022/4/2,4422,20302
2022/1/2,0,,2022/3/12,,,,2022/2/18,5061,,2022/3/12,,,2022/4/3,3639,15683,,2022/4/3,3639,15683
2022/1/2,225,,2022/3/13,,,,2022/2/18,5125,,2022/3/13,,,2022/4/4,7551,9604,,2022/4/4,7551,9604
2022/1/2,871,,2022/3/14,,,,2022/2/18,4955,,2022/3/14,,,2022/4/5,21106,16656,,2022/4/5,21106,16656
2022/1/2,671,,2022/3/15,,,,2022/4/8,5318,,2022/3/15,,,2022/4/6,10844,10706,,2022/4/6,10844,10706
2021/9/18,347,,2022/3/16,,,,2022/4/8,5761,,2022/3/16,,,2022/4/7,15502,11571,,2022/4/7,15502,11571
2021/9/18,123,,2022/3/17,,,,2022/4/8,5200,,2022/3/17,,,2022/4/8,7278,16279,,2022/4/8,7278,16279
2021/9/18,118,,2022/3/18,,,,2021/12/6,4982,,2022/3/18,,,2022/4/9,4467,0,,2022/4/9,4467,16279
2021/9/18,50,,2022/3/19,,,,2021/12/6,4788,,2022/3/19,,,2022/4/10,6935,5492,,2022/4/10,6935,5492
2021/9/18,0,,2022/3/20,,,,2021/12/6,5495,,2022/3/20,,,2022/4/11,0,0,,2022/4/11,6935,5492
2021/9/18,594,,2022/3/21,,,,2022/1/26,4049,,2022/3/21,,,2022/4/12,11358,5110,,2022/4/12,11358,5110
2021/9/18,284,,2022/3/22,,,,2022/1/26,5086,,2022/3/22,,,2022/4/13,12521,4908,,2022/4/13,12521,4908
2021/9/18,100,,2022/3/23,,,,2022/1/26,5815,,2022/3/23,,,2022/4/14,33856,0,,2022/4/14,33856,4908
2021/9/18,454,,2022/3/24,,,,2021/12/28,4,,2022/3/24,,,2022/4/15,21598,9650,,2022/4/15,21598,9650
2022/1/15,913,,2022/3/25,,,,2021/9/28,5230,,2022/3/25,,,2022/4/16,0,0,,2022/4/16,21598,9650
2022/1/15,372,,2022/3/26,,,,2021/9/28,4800,,2022/3/26,,,2022/4/17,11301,16473,,2022/4/17,11301,16473
2021/11/16,246,,2022/3/27,,,,2022/5/19,5236,,2022/3/27,,,2022/4/18,19798,5199,,2022/4/18,19798,5199
2021/11/16,50,,2022/3/28,,,,2022/5/19,5276,,2022/3/28,,,2022/4/19,13931,0,,2022/4/19,13931,5199
2021/11/16,0,,2022/3/29,,,,2022/5/19,5868,,2022/3/29,,,2022/4/20,7514,0,,2022/4/20,7514,5199
2021/11/16,0,,2022/3/30,,,,2022/5/19,5553,,2022/3/30,,,2022/4/21,37431,0,,2022/4/21,37431,5199
2021/11/16,117,,2022/3/31,,,,2022/5/19,5608,,2022/3/31,,,2022/4/22,26048,11224,,2022/4/22,26048,11224
2021/11/16,0,,2022/4/1,,,,2021/10/17,4591,,2022/4/1,,,2022/4/23,25029,3446,,2022/4/23,25029,3446
2021/11/16,25,,2022/4/2,,,,2022/1/30,5279,,2022/4/2,,,2022/4/24,8720,9955,,2022/4/24,8720,9955
2021/11/16,96,,2022/4/3,,,,2022/1/30,5448,,2022/4/3,,,2022/4/25,0,14417,,2022/4/25,8720,14417
2022/2/25,0,,2022/4/4,,,,2022/1/30,5548,,2022/4/4,,,2022/4/26,0,3605,,2022/4/26,8720,3605
2022/2/25,366,,2022/4/5,,,,2022/1/30,4784,,2022/4/5,,,2022/4/27,16568,26524,,2022/4/27,16568,26524
2022/2/25,0,,2022/4/6,,,,2022/5/17,5553,,2022/4/6,,,2022/4/28,6757,3266,,2022/4/28,6757,3266
2022/2/25,25,,2022/4/7,,,,2021/12/26,5360,,2022/4/7,,,2022/4/29,8817,11454,,2022/4/29,8817,11454
2022/2/25,738,,2022/4/8,,,,2021/12/26,5313,,2022/4/8,,,2022/4/30,9134,9476,,2022/4/30,9134,9476
2022/2/25,125,,2022/4/9,,,,2022/5/22,5377,,2022/4/9,,,2022/5/1,10509,0,,2022/5/1,10509,9476
2022/2/25,97,,2022/4/10,,,,2021/10/20,5241,,2022/4/10,,,2022/5/2,19522,0,,2022/5/2,19522,9476
2022/2/25,1865,,2022/4/11,,,,2021/10/1,5379,,2022/4/11,,,2022/5/3,5485,0,,2022/5/3,5485,9476
2022/2/25,1097,,2022/4/12,,,,2021/10/7,5299,,2022/4/12,,,2022/5/4,18691,13761,,2022/5/4,18691,13761
2022/2/25,0,,2022/4/13,,,,2021/12/24,5235,,2022/4/13,,,2022/5/5,3095,5013,,2022/5/5,3095,5013
2022/2/25,175,,2022/4/14,,,,2021/12/24,5589,,2022/4/14,,,2022/5/6,11859,13875,,2022/5/6,11859,13875
2021/9/13,484,,2022/4/15,,,,2021/12/24,0,,2022/4/15,,,2022/5/7,0,20429,,2022/5/7,11859,20429
2021/9/13,0,,2022/4/16,,,,2022/4/4,4355,,2022/4/16,,,2022/5/8,4778,5514,,2022/5/8,4778,5514
2021/9/13,21,,2022/4/17,,,,2022/4/4,5249,,2022/4/17,,,2022/5/9,4843,29245,,2022/5/9,4843,29245
2021/9/13,0,,2022/4/18,,,,2022/1/21,5216,,2022/4/18,,,2022/5/10,0,5228,,2022/5/10,4843,5228
2022/1/2,17,,2022/4/19,,,,2022/1/21,4997,,2022/4/19,,,2022/5/11,9106,19682,,2022/5/11,9106,19682
2022/1/2,700,,2022/4/20,,,,2022/1/21,4346,,2022/4/20,,,2022/5/12,31706,5675,,2022/5/12,31706,5675
2022/1/2,402,,2022/4/21,,,,2022/1/21,5124,,2022/4/21,,,2022/5/13,10930,10847,,2022/5/13,10930,10847
2022/1/2,1170,,2022/4/22,,,,2021/9/24,4828,,2022/4/22,,,2022/5/14,24854,4985,,2022/5/14,24854,4985
2022/1/2,176,,2022/4/23,,,,2021/10/14,1771,,2022/4/23,,,2022/5/15,9308,11138,,2022/5/15,9308,11138
2022/1/2,25,,2022/4/24,,,,2021/10/14,4955,,2022/4/24,,,2022/5/16,16346,16797,,2022/5/16,16346,16797
2022/1/26,525,,2022/4/25,,,,2021/9/18,4767,,2022/4/25,,,2022/5/17,3027,5553,,2022/5/17,3027,5553
2022/1/26,1537,,2022/4/26,,,,2021/9/18,5311,,2022/4/26,,,2022/5/18,25081,20931,,2022/5/18,25081,20931
2022/1/26,923,,2022/4/27,,,,2021/12/2,3470,,2022/4/27,,,2022/5/19,0,27541,,2022/5/19,25081,27541
2022/1/26,71,,2022/4/28,,,,2021/10/4,5107,,2022/4/28,,,2022/5/20,7317,14944,,2022/5/20,7317,14944
2022/1/26,500,,2022/4/29,,,,2021/10/4,5124,,2022/4/29,,,2022/5/21,7267,10202,,2022/5/21,7267,10202
2022/1/26,150,,2022/4/30,,,,2021/10/4,5552,,2022/4/30,,,2022/5/22,11212,5377,,2022/5/22,11212,5377
2022/1/26,0,,2022/5/1,,,,2022/4/2,5222,,2022/5/1,,,2022/5/23,26329,16162,,2022/5/23,26329,16162
2022/1/26,0,,2022/5/2,,,,2022/4/2,4090,,2022/5/2,,,2022/5/24,7530,0,,2022/5/24,7530,16162
2022/1/26,0,,2022/5/3,,,,2022/4/2,6093,,2022/5/3,,,2022/5/25,12070,0,,2022/5/25,12070,16162
2022/1/26,25,,2022/5/4,,,,2022/4/2,4897,,2022/5/4,,,2022/5/26,0,4929,,2022/5/26,12070,4929
2022/1/26,400,,2022/5/5,,,,2021/10/10,5748,,2022/5/5,,,2022/5/27,12484,0,,2022/5/27,12484,4929
2022/1/26,50,,2022/5/6,,,,2021/10/10,4440,,2022/5/6,,,2022/5/28,9542,16265,,2022/5/28,9542,16265
2022/1/26,491,,2022/5/7,,,,2022/5/20,5562,,2022/5/7,,,2022/5/29,10441,15747,,2022/5/29,10441,15747
2022/1/26,221,,2022/5/8,,,,2022/5/20,4334,,2022/5/8,,,2022/5/30,8417,0,,2022/5/30,8417,15747
2021/11/16,265,,2022/5/9,,,,2022/5/20,5048,,2022/5/9,,,2022/5/31,4175,5216,,2022/5/31,4175,5216
2021/11/16,288,,2022/5/10,,,,2022/8/16,5089,,2022/5/10,,,2022/6/1,16147,0,,2022/6/1,16147,5216
2021/11/16,92,,2022/5/11,,,,2022/8/16,4820,,2022/5/11,,,2022/6/2,319,0,,2022/6/2,319,5216
2021/11/16,42,,2022/5/12,,,,2022/8/16,5396,,2022/5/12,,,2022/6/3,23908,0,,2022/6/3,23908,5216
2021/11/16,0,,2022/5/13,,,,2022/8/16,6183,,2022/5/13,,,2022/6/4,2574,16732,,2022/6/4,2574,16732
2021/11/16,75,,2022/5/14,,,,2022/8/16,4906,,2022/5/14,,,2022/6/5,15117,0,,2022/6/5,15117,16732
2021/11/16,42,,2022/5/15,,,,2021/10/29,5422,,2022/5/15,,,2022/6/6,4351,0,,2022/6/6,4351,16732
2021/11/16,25,,2022/5/16,,,,2021/10/29,0,,2022/5/16,,,2022/6/7,20215,0,,2022/6/7,20215,16732
2021/11/16,225,,2022/5/17,,,,2021/11/18,6070,,2022/5/17,,,2022/6/8,0,18598,,2022/6/8,20215,18598
2021/11/16,0,,2022/5/18,,,,2021/9/26,5066,,2022/5/18,,,2022/6/9,0,0,,2022/6/9,20215,18598
2021/11/16,471,,2022/5/19,,,,2021/9/26,4848,,2022/5/19,,,2022/6/10,0,6008,,2022/6/10,20215,6008
2022/2/25,812,,2022/5/20,,,,2021/9/26,4598,,2022/5/20,,,2022/6/11,0,0,,2022/6/11,20215,6008
2022/2/25,0,,2022/5/21,,,,2021/9/26,4377,,2022/5/21,,,2022/6/12,42759,10689,,2022/6/12,42759,10689
2022/2/25,513,,2022/5/22,,,,2022/6/23,4970,,2022/5/22,,,2022/6/13,8228,25878,,2022/6/13,8228,25878
2022/2/25,82,,2022/5/23,,,,2022/1/29,4427,,2022/5/23,,,2022/6/14,18826,0,,2022/6/14,18826,25878
2022/2/25,25,,2022/5/24,,,,2021/11/2,3105,,2022/5/24,,,2022/6/15,0,25854,,2022/6/15,18826,25854
2022/2/25,843,,2022/5/25,,,,2021/11/2,5055,,2022/5/25,,,2022/6/16,41481,5058,,2022/6/16,41481,5058
2022/2/25,100,,2022/5/26,,,,2022/8/11,5011,,2022/5/26,,,2022/6/17,13916,0,,2022/6/17,13916,5058
2022/2/25,192,,2022/5/27,,,,2022/8/11,6017,,2022/5/27,,,2022/6/18,36088,10609,,2022/6/18,36088,10609
2021/9/13,0,,2022/5/28,,,,2022/3/27,5444,,2022/5/28,,,2022/6/19,9709,5494,,2022/6/19,9709,5494
2021/9/13,279,,2022/5/29,,,,2022/3/15,1667,,2022/5/29,,,2022/6/20,28834,14926,,2022/6/20,28834,14926
2021/9/13,646,,2022/5/30,,,,2021/12/11,5516,,2022/5/30,,,2022/6/21,18008,20524,,2022/6/21,18008,20524
2021/9/13,706,,2022/5/31,,,,2021/12/11,4996,,2022/5/31,,,2022/6/22,9093,5364,,2022/6/22,9093,5364
2021/9/13,300,,2022/6/1,,,,2021/12/11,2057,,2022/6/1,,,2022/6/23,0,4970,,2022/6/23,9093,4970
2021/9/13,173,,2022/6/2,,,,2021/12/11,5727,,2022/6/2,,,2022/6/24,4912,15404,,2022/6/24,4912,15404
2021/9/13,50,,2022/6/3,,,,2021/12/11,5566,,2022/6/3,,,2022/6/25,10556,13765,,2022/6/25,10556,13765
2021/9/13,0,,2022/6/4,,,,2021/12/11,0,,2022/6/4,,,2022/6/26,4898,0,,2022/6/26,4898,13765
2021/9/13,421,,2022/6/5,,,,2021/10/9,3811,,2022/6/5,,,2022/6/27,15944,5183,,2022/6/27,15944,5183
2021/9/13,0,,2022/6/6,,,,2021/12/21,5241,,2022/6/6,,,2022/6/28,0,21070,,2022/6/28,15944,21070
2021/9/13,17,,2022/6/7,,,,2021/12/21,4483,,2022/6/7,,,2022/6/29,4189,15925,,2022/6/29,4189,15925
2021/9/13,0,,2022/6/8,,,,2021/12/21,4415,,2022/6/8,,,2022/6/30,15990,11361,,2022/6/30,15990,11361
2022/1/2,21,,2022/6/9,,,,2022/2/9,1843,,2022/6/9,,,2022/7/1,0,13042,,2022/7/1,15990,13042
2022/1/2,265,,2022/6/10,,,,2022/2/9,5786,,2022/6/10,,,2022/7/2,23101,0,,2022/7/2,23101,13042
2022/1/2,0,,2022/6/11,,,,2022/5/15,5453,,2022/6/11,,,2022/7/3,28699,0,,2022/7/3,28699,13042
2022/1/2,982,,2022/6/12,,,,2022/5/15,5685,,2022/6/12,,,2022/7/4,33195,0,,2022/7/4,33195,13042
2022/1/2,270,,2022/6/13,,,,2022/3/29,0,,2022/6/13,,,2022/7/5,16645,4223,,2022/7/5,16645,4223
2022/1/2,0,,2022/6/14,,,,2022/3/29,5204,,2022/6/14,,,2022/7/6,19189,16583,,2022/7/6,19189,16583
2022/1/26,50,,2022/6/15,,,,2022/3/29,4294,,2022/6/15,,,2022/7/7,9732,0,,2022/7/7,9732,16583
2022/1/26,0,,2022/6/16,,,,2022/3/29,5108,,2022/6/16,,,2022/7/8,5968,15309,,2022/7/8,5968,15309
2022/1/26,245,,2022/6/17,,,,2022/3/29,6175,,2022/6/17,,,2022/7/9,8004,20571,,2022/7/9,8004,20571
2022/1/26,25,,2022/6/18,,,,2021/12/7,4336,,2022/6/18,,,2022/7/10,9637,16382,,2022/7/10,9637,16382
2022/1/26,0,,2022/6/19,,,,2021/12/7,5710,,2022/6/19,,,2022/7/11,26192,0,,2022/7/11,26192,16382
2021/11/16,360,,2022/6/20,,,,2021/12/7,0,,2022/6/20,,,2022/7/12,24772,0,,2022/7/12,24772,16382
2022/5/23,1150,,2022/6/21,,,,2021/12/7,5379,,2022/6/21,,,2022/7/13,6285,0,,2022/7/13,6285,16382
2022/5/23,146,,2022/6/22,,,,2021/10/2,4392,,2022/6/22,,,2022/7/14,5856,15128,,2022/7/14,5856,15128
2022/5/23,342,,2022/6/23,,,,2022/3/14,262,,2022/6/23,,,2022/7/15,11863,7297,,2022/7/15,11863,7297
2022/5/23,0,,2022/6/24,,,,2022/3/14,4835,,2022/6/24,,,2022/7/16,0,5676,,2022/7/16,11863,5676
2022/5/23,821,,2022/6/25,,,,2022/3/14,5496,,2022/6/25,,,2022/7/17,5423,10634,,2022/7/17,5423,10634
2022/2/25,75,,2022/6/26,,,,2022/4/25,4460,,2022/6/26,,,2022/7/18,27694,0,,2022/7/18,27694,10634
2022/2/25,100,,2022/6/27,,,,2022/4/25,4925,,2022/6/27,,,2022/7/19,30062,0,,2022/7/19,30062,10634
2022/2/25,0,,2022/6/28,,,,2022/4/25,5032,,2022/6/28,,,2022/7/20,10033,0,,2022/7/20,10033,10634
2022/2/25,125,,2022/6/29,,,,2022/3/23,5308,,2022/6/29,,,2022/7/21,8402,20443,,2022/7/21,8402,20443
2022/2/25,0,,2022/6/30,,,,2022/3/23,5466,,2022/6/30,,,2022/7/22,22622,0,,2022/7/22,22622,20443
2021/9/30,234,,2022/7/1,,,,2022/1/31,4141,,2022/7/1,,,2022/7/23,16224,15405,,2022/7/23,16224,15405
2021/9/30,720,,2022/7/2,,,,2022/1/31,5150,,2022/7/2,,,2022/7/24,19236,0,,2022/7/24,19236,15405
2021/9/30,410,,2022/7/3,,,,2021/10/21,5241,,2022/7/3,,,2022/7/25,0,5350,,2022/7/25,19236,5350
2021/9/30,49,,2022/7/4,,,,2021/11/10,3760,,2022/7/4,,,2022/7/26,0,5320,,2022/7/26,19236,5320
2021/9/13,96,,2022/7/5,,,,2021/11/10,5213,,2022/7/5,,,2022/7/27,0,11505,,2022/7/27,19236,11505
2021/9/13,71,,2022/7/6,,,,2021/11/10,3745,,2022/7/6,,,2022/7/28,21383,0,,2022/7/28,21383,11505
2021/9/13,21,,2022/7/7,,,,2021/12/18,3314,,2022/7/7,,,2022/7/29,0,4891,,2022/7/29,21383,4891
2022/1/7,0,,2022/7/8,,,,2021/12/18,5722,,2022/7/8,,,2022/7/30,0,0,,2022/7/30,21383,4891
2022/1/7,175,,2022/7/9,,,,2021/12/18,6168,,2022/7/9,,,2022/7/31,29550,3367,,2022/7/31,29550,3367
2022/1/7,13,,2022/7/10,,,,2021/12/18,0,,2022/7/10,,,,,,,,,
2022/1/7,1307,,2022/7/11,,,,2022/3/9,4747,,2022/7/11,,,,,,,,,
2022/1/7,25,,2022/7/12,,,,2022/3/9,5074,,2022/7/12,,,,,,,,,
2022/1/2,117,,2022/7/13,,,,2022/3/3,5598,,2022/7/13,,,,,,,,,
2022/1/2,21,,2022/7/14,,,,2022/3/3,22,,2022/7/14,,,,,,,,,
2022/1/2,50,,2022/7/15,,,,2022/3/3,0,,2022/7/15,,,,,,,,,
2022/1/2,125,,2022/7/16,,,,2022/2/19,5467,,2022/7/16,,,,,,,,,
2022/1/2,21,,2022/7/17,,,,2022/2/19,3859,,2022/7/17,,,,,,,,,
2022/1/2,50,,2022/7/18,,,,2022/2/19,5004,,2022/7/18,,,,,,,,,
2022/1/2,71,,2022/7/19,,,,2022/2/19,1219,,2022/7/19,,,,,,,,,
2022/1/2,0,,2022/7/20,,,,2022/2/19,5689,,2022/7/20,,,,,,,,,
2022/8/3,201,,2022/7/21,,,,2022/2/19,4519,,2022/7/21,,,,,,,,,
2022/8/3,250,,2022/7/22,,,,2021/11/5,4877,,2022/7/22,,,,,,,,,
2022/8/3,611,,2022/7/23,,,,2022/3/10,5425,,2022/7/23,,,,,,,,,
2022/8/3,24,,2022/7/24,,,,2022/3/10,4695,,2022/7/24,,,,,,,,,
2022/1/26,500,,2022/7/25,,,,2022/3/10,5538,,2022/7/25,,,,,,,,,
2022/1/26,409,,2022/7/26,,,,2022/3/10,4954,,2022/7/26,,,,,,,,,
2022/1/26,0,,2022/7/27,,,,2022/3/10,4671,,2022/7/27,,,,,,,,,
2022/1/26,521,,2022/7/28,,,,2021/12/8,1605,,2022/7/28,,,,,,,,,
2022/1/26,1563,,2022/7/29,,,,2021/12/8,5123,,2022/7/29,,,,,,,,,
2022/1/26,17,,2022/7/30,,,,2021/11/8,5883,,2022/7/30,,,,,,,,,
2022/5/23,0,,2022/7/31,,,,2021/11/8,4228,,2022/7/31,,,,,,,,,
2022/5/23,641,,,,,,2022/6/16,4574,,,,,,,,,,,
2022/5/23,219,,,,,,2022/6/16,484,,,,,,,,,,,
2022/5/23,63,,,,,,2022/4/13,4908,,,,,,,,,,,
2022/5/23,50,,,,,,2021/10/31,5509,,,,,,,,,,,
2022/5/23,430,,,,,,2021/10/31,4556,,,,,,,,,,,
2022/5/23,343,,,,,,2021/10/31,5132,,,,,,,,,,,
2022/5/23,797,,,,,,2021/12/14,4994,,,,,,,,,,,
2022/5/23,0,,,,,,2021/12/14,5737,,,,,,,,,,,
2021/9/30,76,,,,,,2021/12/14,5673,,,,,,,,,,,
2021/9/30,46,,,,,,2021/12/14,0,,,,,,,,,,,
2021/9/30,0,,,,,,2022/2/10,6267,,,,,,,,,,,
2021/9/30,25,,,,,,2022/2/10,4878,,,,,,,,,,,
2021/9/30,459,,,,,,2022/1/20,4909,,,,,,,,,,,
2021/9/30,46,,,,,,2022/1/20,812,,,,,,,,,,,
2021/9/30,0,,,,,,2022/5/16,5418,,,,,,,,,,,
2022/1/7,0,,,,,,2022/5/16,5800,,,,,,,,,,,
2022/1/7,722,,,,,,2022/5/16,5579,,,,,,,,,,,
2022/1/7,0,,,,,,2022/2/17,4377,,,,,,,,,,,
2022/1/7,0,,,,,,2022/2/17,3663,,,,,,,,,,,
2022/1/7,800,,,,,,2022/4/10,5492,,,,,,,,,,,
2022/1/7,125,,,,,,2022/7/29,4891,,,,,,,,,,,
2022/8/3,596,,,,,,2021/12/1,5063,,,,,,,,,,,
2022/8/3,622,,,,,,2022/4/5,5831,,,,,,,,,,,
2022/8/3,25,,,,,,2022/4/5,5331,,,,,,,,,,,
2022/8/3,628,,,,,,2022/4/5,5494,,,,,,,,,,,
2022/8/3,274,,,,,,2022/3/16,4731,,,,,,,,,,,
2022/8/3,498,,,,,,2022/3/16,4190,,,,,,,,,,,
2022/8/3,238,,,,,,2022/1/24,5070,,,,,,,,,,,
2022/8/3,25,,,,,,2022/1/24,5108,,,,,,,,,,,
2022/8/3,0,,,,,,2022/1/24,4568,,,,,,,,,,,
2022/8/3,321,,,,,,2022/1/18,3959,,,,,,,,,,,
2022/1/26,255,,,,,,2022/1/18,4477,,,,,,,,,,,
2022/1/26,25,,,,,,2022/1/18,5209,,,,,,,,,,,
2022/2/5,50,,,,,,2022/3/26,5139,,,,,,,,,,,
2022/2/5,288,,,,,,2022/3/26,5095,,,,,,,,,,,
2022/2/5,250,,,,,,2022/3/26,4199,,,,,,,,,,,
2022/2/5,25,,,,,,2022/3/26,5483,,,,,,,,,,,
2022/2/5,0,,,,,,2022/3/26,5724,,,,,,,,,,,
2022/2/5,598,,,,,,2022/3/26,6035,,,,,,,,,,,
2022/2/5,348,,,,,,2022/3/26,5409,,,,,,,,,,,
2022/5/23,175,,,,,,2022/7/5,4223,,,,,,,,,,,
2022/5/23,96,,,,,,2022/3/24,6127,,,,,,,,,,,
2022/5/23,25,,,,,,2022/3/24,5337,,,,,,,,,,,
2022/5/23,25,,,,,,2021/11/22,5324,,,,,,,,,,,
2021/9/30,1119,,,,,,2021/12/25,4247,,,,,,,,,,,
2021/9/30,50,,,,,,2021/12/25,5033,,,,,,,,,,,
2021/9/30,400,,,,,,2022/4/27,5149,,,,,,,,,,,
2021/9/30,0,,,,,,2022/4/27,4941,,,,,,,,,,,
2022/1/7,387,,,,,,2022/4/27,5410,,,,,,,,,,,
2022/1/7,270,,,,,,2022/4/27,5403,,,,,,,,,,,
2022/1/7,125,,,,,,2022/4/27,5621,,,,,,,,,,,
2022/1/7,227,,,,,,2022/2/8,5231,,,,,,,,,,,
2022/1/7,84,,,,,,2022/2/8,5619,,,,,,,,,,,
2022/1/7,50,,,,,,2022/2/8,0,,,,,,,,,,,
2022/1/7,271,,,,,,2022/2/8,1715,,,,,,,,,,,
2022/1/7,92,,,,,,2022/1/19,5197,,,,,,,,,,,
2022/8/3,955,,,,,,2022/1/19,5848,,,,,,,,,,,
2022/8/3,298,,,,,,2022/1/19,4186,,,,,,,,,,,
2022/8/3,124,,,,,,2022/4/29,5957,,,,,,,,,,,
2022/8/3,5326,,,,,,2022/4/29,5497,,,,,,,,,,,
2022/2/5,0,,,,,,2021/11/23,5312,,,,,,,,,,,
2022/2/5,0,,,,,,2021/11/23,3425,,,,,,,,,,,
2022/2/5,50,,,,,,2022/4/18,5199,,,,,,,,,,,
2022/2/5,0,,,,,,2022/4/15,4330,,,,,,,,,,,
2022/2/5,42,,,,,,2022/4/15,5320,,,,,,,,,,,
2022/5/27,17,,,,,,2022/7/27,5530,,,,,,,,,,,
2022/5/23,96,,,,,,2022/7/27,5975,,,,,,,,,,,
2021/10/15,1246,,,,,,2022/3/18,5784,,,,,,,,,,,
2021/10/15,296,,,,,,2022/3/18,4433,,,,,,,,,,,
2021/10/15,0,,,,,,2022/3/18,4229,,,,,,,,,,,
2021/10/15,71,,,,,,2021/11/28,4507,,,,,,,,,,,
2021/10/15,75,,,,,,2021/11/28,277,,,,,,,,,,,
2021/10/15,25,,,,,,2021/11/28,4033,,,,,,,,,,,
2021/10/15,125,,,,,,2022/6/20,5074,,,,,,,,,,,
2021/10/15,50,,,,,,2022/6/20,4976,,,,,,,,,,,
2021/10/15,492,,,,,,2022/6/20,4876,,,,,,,,,,,
2021/10/15,200,,,,,,2022/3/25,4587,,,,,,,,,,,
2021/10/15,25,,,,,,2022/3/25,4625,,,,,,,,,,,
2021/10/15,200,,,,,,2022/3/25,5479,,,,,,,,,,,
2021/10/15,1219,,,,,,2021/11/30,5307,,,,,,,,,,,
2021/10/15,748,,,,,,2022/2/25,1814,,,,,,,,,,,
2021/10/15,971,,,,,,2022/2/25,5250,,,,,,,,,,,
2022/3/9,175,,,,,,2022/2/25,6046,,,,,,,,,,,
2022/3/9,0,,,,,,2022/3/2,5282,,,,,,,,,,,
2022/3/9,1632,,,,,,2022/3/2,4775,,,,,,,,,,,
2022/3/9,78,,,,,,2022/3/2,3406,,,,,,,,,,,
2022/3/9,250,,,,,,2022/5/31,5216,,,,,,,,,,,
2022/1/7,0,,,,,,2022/7/8,5567,,,,,,,,,,,
2022/1/7,0,,,,,,2022/7/8,4175,,,,,,,,,,,
2022/1/7,75,,,,,,2022/7/8,5567,,,,,,,,,,,
2022/1/7,25,,,,,,2022/8/6,5549,,,,,,,,,,,
2022/1/7,0,,,,,,2022/8/6,5794,,,,,,,,,,,
2022/1/7,573,,,,,,2022/6/22,5364,,,,,,,,,,,
2022/1/7,348,,,,,,2021/12/5,4677,,,,,,,,,,,
2022/1/7,192,,,,,,2021/12/5,5564,,,,,,,,,,,
2022/1/7,68,,,,,,2021/12/5,4915,,,,,,,,,,,
2022/1/7,183,,,,,,2022/8/4,6089,,,,,,,,,,,
2022/8/3,89,,,,,,2022/7/1,4487,,,,,,,,,,,
2022/8/3,505,,,,,,2022/7/1,4523,,,,,,,,,,,
2022/6/12,0,,,,,,2022/7/1,4032,,,,,,,,,,,
2022/6/12,17,,,,,,2022/6/27,1810,,,,,,,,,,,
2022/6/12,671,,,,,,2022/6/27,3373,,,,,,,,,,,
2022/6/12,1182,,,,,,2022/3/21,5413,,,,,,,,,,,
2022/6/12,0,,,,,,2022/2/22,4973,,,,,,,,,,,
2022/6/12,737,,,,,,2022/2/22,680,,,,,,,,,,,
2022/5/27,0,,,,,,2022/2/22,4514,,,,,,,,,,,
2022/5/27,1262,,,,,,2022/6/28,5284,,,,,,,,,,,
2022/5/27,0,,,,,,2022/6/28,4973,,,,,,,,,,,
