date,all_wpd,,,move,,Date,WIP,,,WIP,,DATE,move,WIP
2021/11/16,5859,,2022/4/26,14949,,2022/1/7,50,,2022/4/26,0,,2022/4/26,14949,0
2021/11/16,5944,,2022/4/27,12028,,2022/1/7,75,,2022/4/27,3853,,2022/4/27,12028,3853
2021/11/16,5533,,2022/4/28,21329,,2022/8/3,25,,2022/4/28,4401,,2022/4/28,21329,4401
2021/11/16,5744,,2022/4/29,16591,,2022/8/3,2008,,2022/4/29,2075,,2022/4/29,16591,2075
2022/4/24,4330,,2022/4/30,16816,,2022/8/3,0,,2022/4/30,3036,,2022/4/30,16816,3036
2022/7/22,5616,,2022/5/1,25222,,2022/8/3,300,,2022/5/1,7578,,2022/5/1,25222,7578
2022/7/22,5902,,2022/5/2,11380,,2022/2/5,175,,2022/5/2,12171,,2022/5/2,11380,12171
2022/7/22,5621,,2022/5/3,24957,,2022/2/5,146,,2022/5/3,4357,,2022/5/3,24957,4357
2021/11/4,5561,,2022/5/4,21167,,2022/2/5,25,,2022/5/4,8789,,2022/5/4,21167,8789
2021/11/4,5873,,2022/5/5,21052,,2022/2/5,0,,2022/5/5,4452,,2022/5/5,21052,4452
2021/8/27,5781,,2022/5/6,4765,,2022/2/5,1591,,2022/5/6,12251,,2022/5/6,4765,12251
2021/8/27,4719,,2022/5/7,19088,,2022/5/27,457,,2022/5/7,0,,2022/5/7,19088,0
2022/6/24,5320,,2022/5/8,22656,,2021/10/15,100,,2022/5/8,1662,,2022/5/8,22656,1662
2022/6/24,4920,,2022/5/9,20262,,2021/10/15,300,,2022/5/9,2995,,2022/5/9,20262,2995
2022/6/24,5493,,2022/5/10,32702,,2021/10/15,525,,2022/5/10,0,,2022/5/10,32702,0
2022/3/29,5818,,2022/5/11,24512,,2021/10/15,146,,2022/5/11,2425,,2022/5/11,24512,2425
2021/10/18,3993,,2022/5/12,11592,,2021/10/15,25,,2022/5/12,12745,,2022/5/12,11592,12745
2021/10/18,5567,,2022/5/13,32835,,2021/10/15,465,,2022/5/13,6822,,2022/5/13,32835,6822
2021/10/18,5416,,2022/5/14,22493,,2022/3/9,550,,2022/5/14,9235,,2022/5/14,22493,9235
2022/3/19,4322,,2022/5/15,20150,,2022/3/9,50,,2022/5/15,2095,,2022/5/15,20150,2095
2022/3/19,5203,,2022/5/16,9955,,2022/1/7,0,,2022/5/16,10107,,2022/5/16,9955,10107
2021/9/2,903,,2022/5/17,11106,,2022/1/7,146,,2022/5/17,5753,,2022/5/17,11106,5753
2022/7/2,5184,,2022/5/18,10746,,2022/1/7,50,,2022/5/18,9435,,2022/5/18,10746,9435
2022/7/2,5892,,2022/5/19,5439,,2022/1/7,150,,2022/5/19,535,,2022/5/19,5439,535
2022/7/2,5605,,2022/5/20,16618,,2022/1/7,0,,2022/5/20,2064,,2022/5/20,16618,2064
2021/11/3,5675,,2022/5/21,14613,,2022/1/7,200,,2022/5/21,5653,,2022/5/21,14613,5653
2021/11/3,5718,,2022/5/22,10092,,2022/8/3,0,,2022/5/22,1622,,2022/5/22,10092,1622
2021/11/3,5637,,2022/5/23,15408,,2022/8/3,460,,2022/5/23,15019,,2022/5/23,15408,15019
2022/4/6,3466,,2022/5/24,21216,,2022/8/3,25,,2022/5/24,12393,,2022/5/24,21216,12393
2022/2/12,4993,,2022/5/25,16353,,2022/8/3,19,,2022/5/25,1337,,2022/5/25,16353,1337
2022/2/12,2809,,2022/5/26,28157,,2022/6/12,1316,,2022/5/26,0,,2022/5/26,28157,0
2021/8/30,5590,,2022/5/27,22221,,2022/5/27,520,,2022/5/27,8385,,2022/5/27,22221,8385
2021/8/30,5443,,2022/5/28,15507,,2022/5/27,225,,2022/5/28,4275,,2022/5/28,15507,4275
2021/8/31,5003,,2022/5/29,27584,,2022/5/27,224,,2022/5/29,6213,,2022/5/29,27584,6213
2021/8/31,5642,,2022/5/30,0,,2022/5/27,225,,2022/5/30,6821,,2022/5/30,0,6821
2021/8/31,5582,,2022/5/31,11186,,2021/10/15,25,,2022/5/31,4062,,2022/5/31,11186,4062
2021/8/31,5541,,2022/6/1,19440,,2021/10/15,0,,2022/6/1,13142,,2022/6/1,19440,13142
2021/8/31,5368,,2022/6/2,20826,,2021/10/15,221,,2022/6/2,928,,2022/6/2,20826,928
2021/12/10,5786,,2022/6/3,9174,,2021/10/15,49,,2022/6/3,10633,,2022/6/3,9174,10633
2021/12/10,0,,2022/6/4,16309,,2021/10/15,379,,2022/6/4,1576,,2022/6/4,16309,1576
2022/3/1,6010,,2022/6/5,16141,,2022/3/9,271,,2022/6/5,12253,,2022/6/5,16141,12253
2022/3/1,4585,,2022/6/6,15977,,2022/3/9,50,,2022/6/6,3505,,2022/6/6,15977,3505
2022/3/1,5635,,2022/6/7,15455,,2022/3/9,75,,2022/6/7,9667,,2022/6/7,15455,9667
2021/12/16,5841,,2022/6/8,6766,,2022/1/7,925,,2022/6/8,0,,2022/6/8,6766,0
2021/12/16,522,,2022/6/9,16856,,2022/5/2,0,,2022/6/9,0,,2022/6/9,16856,0
2021/12/16,5489,,2022/6/10,17066,,2022/5/2,0,,2022/6/10,0,,2022/6/10,17066,0
2021/12/16,4204,,2022/6/11,5787,,2022/5/2,123,,2022/6/11,0,,2022/6/11,5787,0
2021/12/16,0,,2022/6/12,11485,,2022/6/12,0,,2022/6/12,14576,,2022/6/12,11485,14576
2022/2/3,5902,,2022/6/13,21091,,2022/6/12,0,,2022/6/13,4187,,2022/6/13,21091,4187
2022/2/3,3374,,2022/6/14,22474,,2022/6/12,436,,2022/6/14,12549,,2022/6/14,22474,12549
2022/2/3,1880,,2022/6/15,16576,,2022/6/12,111,,2022/6/15,0,,2022/6/15,16576,0
2022/1/16,5963,,2022/6/16,22372,,2022/5/27,50,,2022/6/16,14728,,2022/6/16,22372,14728
2022/1/16,5850,,2022/6/17,20974,,2022/5/27,271,,2022/6/17,1877,,2022/6/17,20974,1877
2022/1/16,5613,,2022/6/18,21935,,2022/5/27,1953,,2022/6/18,16248,,2022/6/18,21935,16248
2022/1/16,0,,2022/6/19,5093,,2022/5/27,166,,2022/6/19,5668,,2022/6/19,5093,5668
2022/6/13,4910,,2022/6/20,21468,,2022/5/27,0,,2022/6/20,7770,,2022/6/20,21468,7770
2022/6/13,5709,,2022/6/21,16236,,2021/10/15,100,,2022/6/21,3835,,2022/6/21,16236,3835
2022/6/13,4948,,2022/6/22,17683,,2021/10/15,0,,2022/6/22,3655,,2022/6/22,17683,3655
2022/6/13,5524,,2022/6/23,15913,,2021/10/15,25,,2022/6/23,0,,2022/6/23,15913,0
2022/1/11,4690,,2022/6/24,15733,,2021/10/15,75,,2022/6/24,5629,,2022/6/24,15733,5629
2022/1/11,5180,,2022/6/25,5262,,2021/10/15,896,,2022/6/25,5642,,2022/6/25,5262,5642
2021/9/9,5580,,2022/6/26,20930,,2021/10/15,21,,2022/6/26,7478,,2022/6/26,20930,7478
2021/9/9,5078,,2022/6/27,14465,,2021/10/15,246,,2022/6/27,8351,,2022/6/27,14465,8351
2022/5/21,5373,,2022/6/28,15141,,2022/3/9,1225,,2022/6/28,0,,2022/6/28,15141,0
2022/5/21,4880,,2022/6/29,5421,,2022/3/9,50,,2022/6/29,6279,,2022/6/29,5421,6279
2022/5/21,4360,,2022/6/30,10321,,2022/3/9,0,,2022/6/30,11973,,2022/6/30,10321,11973
2021/9/20,4891,,2022/7/1,13043,,2022/3/9,0,,2022/7/1,0,,2022/7/1,13043,0
2021/9/20,5211,,2022/7/2,16681,,2022/3/9,0,,2022/7/2,5605,,2022/7/2,16681,5605
2021/9/20,6015,,2022/7/3,16112,,2022/3/9,0,,2022/7/3,13185,,2022/7/3,16112,13185
2021/11/21,5060,,2022/7/4,13769,,2022/3/9,0,,2022/7/4,8758,,2022/7/4,13769,8758
2021/11/21,5290,,2022/7/5,9660,,2022/3/9,50,,2022/7/5,12408,,2022/7/5,9660,12408
2021/11/21,5626,,2022/7/6,8141,,2022/3/9,164,,2022/7/6,2886,,2022/7/6,8141,2886
2021/10/30,5557,,2022/7/7,9699,,2022/1/31,25,,2022/7/7,3210,,2022/7/7,9699,3210
2021/10/30,5666,,2022/7/8,20511,,2022/1/31,0,,2022/7/8,4513,,2022/7/8,20511,4513
2022/6/9,5306,,2022/7/9,11314,,2022/1/31,0,,2022/7/9,3614,,2022/7/9,11314,3614
2022/6/9,5713,,2022/7/10,26192,,2022/1/31,475,,2022/7/10,2613,,2022/7/10,26192,2613
2022/6/9,5837,,2022/7/11,9811,,2022/5/2,0,,2022/7/11,15590,,2022/7/11,9811,15590
2022/4/17,5862,,2022/7/12,16777,,2022/5/2,0,,2022/7/12,11101,,2022/7/12,16777,11101
2022/4/17,5555,,2022/7/13,11527,,2022/5/2,25,,2022/7/13,3249,,2022/7/13,11527,3249
2022/4/17,5154,,2022/7/14,21940,,2022/5/2,121,,2022/7/14,3252,,2022/7/14,21940,3252
2022/2/6,5811,,2022/7/15,11059,,2022/6/12,96,,2022/7/15,4018,,2022/7/15,11059,4018
2022/2/6,3269,,2022/7/16,7789,,2022/6/12,530,,2022/7/16,0,,2022/7/16,7789,0
2022/2/6,5204,,2022/7/17,10855,,2022/6/12,21,,2022/7/17,2109,,2022/7/17,10855,2109
2022/2/6,2286,,2022/7/18,6054,,2022/6/12,410,,2022/7/18,8594,,2022/7/18,6054,8594
2021/9/6,5535,,2022/7/19,27412,,2022/6/12,174,,2022/7/19,8290,,2022/7/19,27412,8290
2021/9/6,5267,,2022/7/20,23403,,2022/6/12,0,,2022/7/20,3560,,2022/7/20,23403,3560
2021/9/13,5565,,2022/7/21,16336,,2022/6/12,442,,2022/7/21,7334,,2022/7/21,16336,7334
2021/9/13,5713,,2022/7/22,17139,,2022/6/12,1050,,2022/7/22,2728,,2022/7/22,17139,2728
2021/9/13,6059,,2022/7/23,14901,,2022/5/27,0,,2022/7/23,5708,,2022/7/23,14901,5708
2021/9/5,5614,,2022/7/24,10644,,2022/5/27,545,,2022/7/24,8769,,2022/7/24,10644,8769
2021/9/5,5706,,2022/7/25,11973,,2022/5/27,350,,2022/7/25,0,,2022/7/25,11973,0
2021/9/5,6212,,2022/7/26,10971,,2022/5/27,200,,2022/7/26,0,,2022/7/26,10971,0
2021/9/14,5290,,2022/7/27,16837,,2022/5/27,0,,2022/7/27,0,,2022/7/27,16837,0
2021/9/14,5259,,2022/7/28,17859,,2022/5/27,473,,2022/7/28,2914,,2022/7/28,17859,2914
2021/9/14,4781,,2022/7/29,11468,,2022/5/30,0,,2022/7/29,0,,2022/7/29,11468,0
2022/1/7,5414,,2022/7/30,5302,,2022/5/30,0,,2022/7/30,0,,2022/7/30,5302,0
2022/1/7,0,,2022/7/31,15349,,2021/10/15,0,,2022/7/31,7499,,2022/7/31,15349,7499
2021/10/26,5491,,2022/8/1,21474,,2022/2/28,0,,2022/8/1,0,,2022/8/1,21474,0
2021/9/10,5647,,2022/8/2,7970,,2022/2/28,0,,2022/8/2,2435,,2022/8/2,7970,2435
2021/9/10,5919,,2022/8/3,16335,,2022/2/28,379,,2022/8/3,10002,,2022/8/3,16335,10002
2021/9/21,5427,,2022/8/4,16608,,2022/3/9,0,,2022/8/4,2310,,2022/8/4,16608,2310
2021/9/7,5527,,2022/8/5,14426,,2022/1/31,0,,2022/8/5,7373,,2022/8/5,14426,7373
2021/11/13,5100,,2022/8/6,21415,,2022/1/31,225,,2022/8/6,4200,,2022/8/6,21415,4200
2021/11/13,6069,,2022/8/7,27472,,2022/1/31,125,,2022/8/7,5663,,2022/8/7,27472,5663
2022/3/28,5223,,2022/8/8,22929,,2022/1/31,25,,2022/8/8,16455,,2022/8/8,22929,16455
2022/3/28,5660,,2022/8/9,11466,,2022/5/2,125,,2022/8/9,6623,,2022/8/9,11466,6623
2022/3/28,723,,2022/8/10,20435,,2022/5/2,0,,2022/8/10,9224,,2022/8/10,20435,9224
2021/9/17,5479,,2022/8/11,15148,,2022/5/2,0,,2022/8/11,5656,,2022/8/11,15148,5656
2021/10/16,6177,,2022/8/12,22820,,2022/5/2,196,,2022/8/12,0,,2022/8/12,22820,0
2021/10/16,5366,,2022/8/13,5971,,2022/5/2,0,,2022/8/13,7428,,2022/8/13,5971,7428
2021/10/16,6159,,2022/8/14,12154,,2022/5/2,126,,2022/8/14,13128,,2022/8/14,12154,13128
2022/1/6,3254,,2022/8/15,16955,,2022/5/30,349,,2022/8/15,9872,,2022/8/15,16955,9872
2022/1/6,5566,,2022/8/16,11858,,2022/5/30,1085,,2022/8/16,9350,,2022/8/16,11858,9350
2022/1/27,5739,,,,,2022/5/30,25,,2022/8/17,4021,,2022/8/17,10858,4021
2022/1/27,4222,,,,,2022/5/30,59,,,,,,,
2021/11/12,5063,,,,,2022/5/30,1172,,,,,,,
2021/11/12,5993,,,,,2022/5/30,25,,,,,,,
2021/11/12,5805,,,,,2022/5/30,1593,,,,,,,
2021/11/12,6088,,,,,2021/10/12,150,,,,,,,
2022/8/8,5987,,,,,2021/10/12,525,,,,,,,
2022/8/8,5601,,,,,2022/2/28,25,,,,,,,
2022/8/8,5620,,,,,2022/2/28,299,,,,,,,
2022/8/8,5721,,,,,2022/2/28,1516,,,,,,,
2022/7/16,5629,,,,,2022/2/28,169,,,,,,,
2022/7/16,2160,,,,,2022/2/14,0,,,,,,,
2021/9/23,5200,,,,,2022/2/14,152,,,,,,,
2021/9/23,5656,,,,,2022/2/14,125,,,,,,,
2021/9/23,5768,,,,,2022/2/14,0,,,,,,,
2022/7/13,5723,,,,,2022/2/14,141,,,,,,,
2022/7/13,5804,,,,,2022/5/30,550,,,,,,,
2021/9/4,2820,,,,,2022/5/30,0,,,,,,,
2021/9/4,5434,,,,,2022/5/30,0,,,,,,,
2021/9/4,6109,,,,,2022/5/30,0,,,,,,,
2021/12/2,5936,,,,,2022/5/30,1875,,,,,,,
2021/12/2,3681,,,,,2022/5/30,63,,,,,,,
2021/12/2,4469,,,,,2021/10/12,575,,,,,,,
2022/6/25,5262,,,,,2021/10/12,0,,,,,,,
2021/11/6,5839,,,,,2021/10/12,397,,,,,,,
2021/11/6,3894,,,,,2021/10/12,0,,,,,,,
2021/9/12,5731,,,,,2021/10/2,1158,,,,,,,
2021/12/27,4831,,,,,2021/10/2,794,,,,,,,
2022/2/18,5834,,,,,2022/2/28,575,,,,,,,
2022/2/18,5028,,,,,2022/2/28,324,,,,,,,
2022/2/18,5662,,,,,2022/2/28,200,,,,,,,
2022/4/16,0,,,,,2022/2/28,286,,,,,,,
2022/4/16,6025,,,,,2022/2/28,900,,,,,,,
2022/4/16,5581,,,,,2022/2/28,0,,,,,,,
2022/4/16,5018,,,,,2022/2/28,0,,,,,,,
2022/4/8,2762,,,,,2022/1/31,0,,,,,,,
2022/4/8,4550,,,,,2022/1/31,0,,,,,,,
2022/4/8,5589,,,,,2022/1/31,71,,,,,,,
2022/4/8,4985,,,,,2022/1/31,0,,,,,,,
2021/9/27,4699,,,,,2022/1/31,656,,,,,,,
2021/9/27,5180,,,,,2022/1/31,0,,,,,,,
2021/9/27,5927,,,,,2022/1/31,0,,,,,,,
2021/11/11,5686,,,,,2022/2/14,0,,,,,,,
2021/11/11,5843,,,,,2022/2/14,0,,,,,,,
2021/11/11,5682,,,,,2022/2/14,1221,,,,,,,
2021/11/11,5814,,,,,2022/5/30,0,,,,,,,
2021/11/11,5688,,,,,2022/5/30,25,,,,,,,
2022/1/26,1687,,,,,2021/10/2,823,,,,,,,
2022/1/26,20,,,,,2021/10/2,200,,,,,,,
2021/12/28,4347,,,,,2021/10/2,150,,,,,,,
2021/12/28,5728,,,,,2022/2/28,725,,,,,,,
2021/9/29,5370,,,,,2022/2/28,25,,,,,,,
2021/9/29,5082,,,,,2022/2/28,0,,,,,,,
2021/9/28,5632,,,,,2022/2/28,350,,,,,,,
2021/12/13,5979,,,,,2022/2/28,25,,,,,,,
2021/12/13,0,,,,,2022/2/28,25,,,,,,,
2021/12/13,5835,,,,,2022/3/12,0,,,,,,,
2021/12/13,5836,,,,,2022/3/12,0,,,,,,,
2021/12/13,4826,,,,,2022/3/12,500,,,,,,,
2021/12/13,0,,,,,2022/2/14,175,,,,,,,
2021/10/19,5822,,,,,2022/2/14,525,,,,,,,
2021/10/19,3681,,,,,2022/2/14,75,,,,,,,
2022/5/19,5439,,,,,2022/2/14,175,,,,,,,
2021/10/17,0,,,,,2022/2/14,741,,,,,,,
2021/10/17,5641,,,,,2022/2/14,146,,,,,,,
2021/10/17,6105,,,,,2022/7/2,42,,,,,,,
2022/1/30,6045,,,,,2022/7/2,669,,,,,,,
2022/1/30,5554,,,,,2022/7/2,400,,,,,,,
2022/1/30,965,,,,,2022/7/2,0,,,,,,,
2022/5/17,5686,,,,,2022/7/2,127,,,,,,,
2022/5/17,5420,,,,,2022/3/12,125,,,,,,,
2021/12/26,5046,,,,,2022/3/12,1623,,,,,,,
2021/12/26,5714,,,,,2022/3/12,75,,,,,,,
2021/12/26,4909,,,,,2022/6/5,27,,,,,,,
2021/12/26,6148,,,,,2022/6/5,5,,,,,,,
2021/12/26,0,,,,,2022/6/5,448,,,,,,,
2022/5/22,5660,,,,,2022/6/5,0,,,,,,,
2022/5/22,4432,,,,,2022/7/2,587,,,,,,,
2021/10/20,5948,,,,,2022/7/2,125,,,,,,,
2021/10/20,5323,,,,,2022/7/2,746,,,,,,,
2021/10/20,4576,,,,,2022/7/2,100,,,,,,,
2021/10/1,5700,,,,,2022/7/2,688,,,,,,,
2021/10/1,4369,,,,,2022/7/2,275,,,,,,,
2021/10/7,5916,,,,,2022/3/12,0,,,,,,,
2021/10/7,5906,,,,,2022/3/12,287,,,,,,,
2021/10/7,6011,,,,,2022/3/12,0,,,,,,,
2021/12/24,5496,,,,,2022/3/12,499,,,,,,,
2021/12/24,4085,,,,,2022/6/5,454,,,,,,,
2021/12/24,5717,,,,,2022/6/5,200,,,,,,,
2022/4/4,4488,,,,,2022/6/5,660,,,,,,,
2022/4/4,5681,,,,,2022/6/5,0,,,,,,,
2022/4/4,5577,,,,,2022/6/5,0,,,,,,,
2021/10/13,5770,,,,,2022/6/5,0,,,,,,,
2021/10/13,3813,,,,,2022/7/2,106,,,,,,,
2021/10/13,6085,,,,,2022/7/2,25,,,,,,,
2022/1/21,5660,,,,,2022/8/16,100,,,,,,,
2022/1/21,5020,,,,,2022/8/16,475,,,,,,,
2022/1/21,5076,,,,,2022/8/16,1205,,,,,,,
2022/1/21,121,,,,,2022/8/16,0,,,,,,,
2021/9/24,5731,,,,,2022/3/12,25,,,,,,,
2021/9/24,4886,,,,,2022/3/12,0,,,,,,,
2021/9/24,5861,,,,,2022/3/12,25,,,,,,,
2022/1/9,5977,,,,,2022/3/12,100,,,,,,,
2022/1/9,5843,,,,,2022/3/8,0,,,,,,,
2022/1/9,6054,,,,,2021/9/21,175,,,,,,,
2022/1/9,0,,,,,2021/9/21,50,,,,,,,
2021/10/14,5887,,,,,2021/9/21,25,,,,,,,
2021/10/14,5302,,,,,2021/9/21,547,,,,,,,
2021/12/30,5840,,,,,2022/6/5,21,,,,,,,
2021/12/30,5872,,,,,2022/6/5,125,,,,,,,
2021/12/30,0,,,,,2022/6/5,802,,,,,,,
2021/9/18,5114,,,,,2022/6/5,0,,,,,,,
2021/9/18,5377,,,,,2022/6/5,79,,,,,,,
2021/9/18,5723,,,,,2022/6/5,147,,,,,,,
2021/9/18,4373,,,,,2022/6/5,150,,,,,,,
2021/12/2,3681,,,,,2022/8/16,505,,,,,,,
2021/12/2,4469,,,,,2022/8/16,421,,,,,,,
2021/12/2,5179,,,,,2021/8/26,0,,,,,,,
2021/12/2,5751,,,,,2021/8/26,824,,,,,,,
2021/12/2,0,,,,,2021/8/26,0,,,,,,,
2021/12/15,5489,,,,,2021/8/26,24,,,,,,,
2021/12/15,6111,,,,,2022/3/8,300,,,,,,,
2021/12/15,0,,,,,2022/3/8,0,,,,,,,
2022/1/4,5823,,,,,2022/3/8,25,,,,,,,
2022/1/4,0,,,,,2022/3/8,30,,,,,,,
2021/9/19,4946,,,,,2022/3/8,251,,,,,,,
2021/9/19,5676,,,,,2022/3/8,399,,,,,,,
2021/9/19,5740,,,,,2022/3/8,309,,,,,,,
2021/9/19,5996,,,,,2021/9/21,0,,,,,,,
2022/4/2,5075,,,,,2021/9/21,846,,,,,,,
2022/4/2,5662,,,,,2021/9/21,541,,,,,,,
2022/4/2,4236,,,,,2021/9/21,773,,,,,,,
2022/4/2,5472,,,,,2021/9/21,313,,,,,,,
2022/4/2,4613,,,,,2021/9/21,125,,,,,,,
2022/4/14,0,,,,,2021/9/21,100,,,,,,,
2022/4/14,5625,,,,,2021/12/13,717,,,,,,,
2022/4/14,5356,,,,,2022/8/16,25,,,,,,,
2022/4/14,88,,,,,2021/8/26,164,,,,,,,
2021/11/20,5673,,,,,2021/8/26,71,,,,,,,
2021/10/10,5626,,,,,2021/8/26,125,,,,,,,
2021/10/10,5964,,,,,2021/8/26,0,,,,,,,
2021/10/10,5854,,,,,2022/3/8,46,,,,,,,
2021/10/10,5710,,,,,2022/3/8,275,,,,,,,
2021/10/10,5863,,,,,2022/3/8,466,,,,,,,
2022/5/20,5545,,,,,2021/9/21,221,,,,,,,
2022/5/20,5502,,,,,2021/9/21,150,,,,,,,
2022/5/20,194,,,,,2021/9/21,0,,,,,,,
2022/5/20,5377,,,,,2021/12/13,648,,,,,,,
2022/4/9,2790,,,,,2021/12/13,0,,,,,,,
2022/4/9,4577,,,,,2021/12/13,0,,,,,,,
2022/4/9,4668,,,,,2021/12/13,100,,,,,,,
2022/4/9,2880,,,,,2021/12/13,203,,,,,,,
2021/10/27,5902,,,,,2021/12/13,0,,,,,,,
2021/10/27,4121,,,,,2021/12/13,0,,,,,,,
2022/8/16,6008,,,,,2021/12/13,54,,,,,,,
2022/8/16,5850,,,,,2022/4/13,125,,,,,,,
2021/10/12,5621,,,,,2022/4/13,0,,,,,,,
2021/10/12,5987,,,,,2022/4/13,25,,,,,,,
2021/10/12,5971,,,,,2022/4/13,97,,,,,,,
2022/2/28,6115,,,,,2021/8/26,221,,,,,,,
2022/2/28,5157,,,,,2021/8/26,450,,,,,,,
2022/2/28,5522,,,,,2021/8/26,46,,,,,,,
2022/2/28,5264,,,,,2021/9/27,101,,,,,,,
2021/10/29,5771,,,,,2021/9/27,275,,,,,,,
2022/3/11,5748,,,,,2021/9/21,100,,,,,,,
2022/3/11,3403,,,,,2021/9/21,111,,,,,,,
2021/11/18,5761,,,,,2021/9/21,225,,,,,,,
2021/11/18,5508,,,,,2021/9/12,150,,,,,,,
2021/11/18,5562,,,,,2022/2/16,196,,,,,,,
2021/9/26,3372,,,,,2022/2/16,296,,,,,,,
2022/6/23,5055,,,,,2022/2/16,75,,,,,,,
2022/6/23,5436,,,,,2021/12/13,436,,,,,,,
2022/6/23,5422,,,,,2021/12/13,629,,,,,,,
2022/1/29,4992,,,,,2021/12/13,271,,,,,,,
2022/1/29,4645,,,,,2021/12/13,133,,,,,,,
2022/1/29,5292,,,,,2021/12/13,45,,,,,,,
2022/1/29,238,,,,,2021/12/13,475,,,,,,,
2021/11/2,5930,,,,,2022/4/13,0,,,,,,,
2022/8/11,5088,,,,,2022/4/13,0,,,,,,,
2022/8/11,4471,,,,,2022/4/13,150,,,,,,,
2022/8/11,5589,,,,,2022/4/13,306,,,,,,,
2022/3/27,5455,,,,,2022/4/13,0,,,,,,,
2022/3/27,3450,,,,,2021/8/26,222,,,,,,,
2022/3/15,5612,,,,,2021/8/26,0,,,,,,,
2022/3/15,5587,,,,,2021/8/26,0,,,,,,,
2022/3/15,5158,,,,,2021/8/26,599,,,,,,,
2022/3/15,5852,,,,,2021/9/27,300,,,,,,,
2022/3/15,5376,,,,,2021/9/27,242,,,,,,,
2021/10/8,5823,,,,,2021/9/27,649,,,,,,,
2021/12/11,5994,,,,,2021/9/12,668,,,,,,,
2021/12/11,5249,,,,,2021/9/12,25,,,,,,,
2022/7/7,4157,,,,,2021/9/12,0,,,,,,,
2022/7/7,5542,,,,,2021/9/12,196,,,,,,,
2022/3/23,4799,,,,,2021/11/11,852,,,,,,,
2021/10/9,4797,,,,,2021/11/11,196,,,,,,,
2021/12/21,4485,,,,,2021/11/11,0,,,,,,,
2021/12/21,5257,,,,,2021/11/11,117,,,,,,,
2021/12/21,6090,,,,,2021/11/11,121,,,,,,,
2021/12/21,0,,,,,2021/11/11,21,,,,,,,
2021/12/3,2996,,,,,2022/2/16,75,,,,,,,
2021/12/3,5637,,,,,2022/2/16,650,,,,,,,
2021/12/3,5330,,,,,2022/2/16,50,,,,,,,
2021/12/3,0,,,,,2022/2/16,0,,,,,,,
2022/2/9,5319,,,,,2022/2/16,142,,,,,,,
2022/2/9,4895,,,,,2022/2/16,0,,,,,,,
2022/2/9,5876,,,,,2022/2/12,600,,,,,,,
2022/2/9,5519,,,,,2022/2/12,475,,,,,,,
2022/2/9,4511,,,,,2022/2/12,25,,,,,,,
2021/11/9,5654,,,,,2022/2/12,1005,,,,,,,
2021/11/9,3234,,,,,2022/2/12,1441,,,,,,,
2021/10/24,5705,,,,,2022/2/12,1460,,,,,,,
2021/10/24,5969,,,,,2022/2/12,0,,,,,,,
2021/10/24,5762,,,,,2022/2/12,444,,,,,,,
2022/5/15,5015,,,,,2022/4/13,217,,,,,,,
2022/5/15,5064,,,,,2022/4/13,201,,,,,,,
2022/5/15,5072,,,,,2022/4/13,1197,,,,,,,
2022/5/15,4999,,,,,2022/4/13,273,,,,,,,
2022/3/29,4947,,,,,2021/9/27,400,,,,,,,
2022/3/29,6059,,,,,2021/9/27,278,,,,,,,
2021/12/7,5965,,,,,2021/9/12,0,,,,,,,
2021/12/7,0,,,,,2021/9/12,0,,,,,,,
2021/12/7,4196,,,,,2021/9/12,134,,,,,,,
2021/12/7,5928,,,,,2021/9/12,75,,,,,,,
2021/10/2,5657,,,,,2021/9/12,300,,,,,,,
2021/10/2,4599,,,,,2021/9/12,46,,,,,,,
2022/3/17,4824,,,,,2021/9/12,600,,,,,,,
2022/3/14,4056,,,,,2021/9/12,25,,,,,,,
2022/3/14,5693,,,,,2021/9/12,0,,,,,,,
2022/3/14,3479,,,,,2021/11/11,320,,,,,,,
2022/4/25,1807,,,,,2021/11/11,50,,,,,,,
2022/4/25,5100,,,,,2022/2/16,0,,,,,,,
2022/7/19,5905,,,,,2022/2/16,550,,,,,,,
2022/7/19,5937,,,,,2022/2/16,25,,,,,,,
2022/7/19,5377,,,,,2022/2/16,0,,,,,,,
2022/7/19,5380,,,,,2022/2/12,1542,,,,,,,
2022/7/19,4813,,,,,2022/2/12,571,,,,,,,
2022/3/23,3043,,,,,2022/2/12,0,,,,,,,
2022/1/31,5095,,,,,2022/2/12,150,,,,,,,
2022/1/31,5594,,,,,2022/2/12,0,,,,,,,
2021/10/21,5894,,,,,2022/2/12,127,,,,,,,
2022/7/4,3548,,,,,2022/2/12,544,,,,,,,
2022/7/4,6,,,,,2022/2/12,88,,,,,,,
2022/7/4,4600,,,,,2022/2/12,75,,,,,,,
2022/7/4,5615,,,,,2022/4/13,20,,,,,,,
2021/11/14,6019,,,,,2022/4/13,50,,,,,,,
2021/11/14,6155,,,,,2022/4/13,75,,,,,,,
2021/12/18,4639,,,,,2022/4/13,194,,,,,,,
2021/12/18,3001,,,,,2021/9/27,817,,,,,,,
2021/12/18,5241,,,,,2021/9/27,572,,,,,,,
2021/12/18,0,,,,,2021/9/12,0,,,,,,,
2022/8/7,4512,,,,,2021/9/12,299,,,,,,,
2022/8/7,6060,,,,,2021/9/12,165,,,,,,,
2022/8/7,4821,,,,,2021/9/12,250,,,,,,,
2022/8/7,6113,,,,,2021/9/12,200,,,,,,,
2022/8/7,5966,,,,,2021/11/11,25,,,,,,,
