Date,WIP,,,WIP,,date,all_wpd,,,MOVE,,DATE,WIP,MOVE
2021/8/26,94,,,,,,,,,,,,,
2021/8/26,0,,,,,,,,,,,,,
2022/3/10,336,,,,,,,,,,,,,
2022/3/10,0,,,,,,,,,,,,,
2021/11/8,0,,,,,,,,,,,,,
2021/11/8,356,,,,,,,,,,,,,
2021/11/8,967,,,,,,,,,,,,,
2022/2/24,575,,,,,,,,,,,,,
2022/2/24,1500,,,,,,,,,,,,,
2022/2/24,500,,,,,,,,,,,,,
2022/2/24,690,,,,,,,,,,,,,
2022/1/19,25,,,,,,,,,,,,,
2021/11/2,75,,,,,,,,,,,,,
2021/11/2,71,,,,,,,,,,,,,
2021/11/2,0,,,,,,,,,,,,,
2021/11/2,576,,,,,,,,,,,,,
2021/8/26,0,,,,,,,,,,,,,
2021/8/26,0,,,,,,,,,,,,,
2021/8/26,0,,,,,,,,,,,,,
2021/8/26,0,,,,,,,,,,,,,
2022/3/20,0,,,,,,,,,,,,,
2021/11/8,25,,,,,,,,,,,,,
2021/11/8,0,,,,,,,,,,,,,
2021/11/8,325,,,,,,,,,,,,,
2022/2/24,171,,,,,,,,,,,,,
2022/2/24,300,,,,,,,,,,,,,
2022/2/24,1,,,,,,,,,,,,,
2022/2/24,613,,,,,,,,,,,,,
2022/2/24,575,,,,,,,,,,,,,
2022/2/24,100,,,,,,,,,,,,,
2022/2/24,192,,,,,,,,,,,,,
2022/1/19,282,,,,,,,,,,,,,
2022/1/19,242,,,,,,,,,,,,,
2022/1/19,146,,,,,,,,,,,,,
2022/1/19,73,,,,,,,,,,,,,
2021/11/2,0,,,,,,,,,,,,,
2021/11/2,100,,,,,,,,,,,,,
2021/8/26,0,,,,,,,,,,,,,
2022/3/20,125,,,,,,,,,,,,,
2022/3/20,75,,,,,,,,,,,,,
2022/3/20,535,,,,,,,,,,,,,
2022/1/28,0,,,,,,,,,,,,,
2022/1/28,0,,,,,,,,,,,,,
2022/1/28,0,,,,,,,,,,,,,
2022/1/19,96,,,,,,,,,,,,,
2022/1/19,125,,,,,,,,,,,,,
2022/1/19,0,,,,,,,,,,,,,
2022/4/10,24,,,,,,,,,,,,,
2022/4/10,52,,,,,,,,,,,,,
2022/4/10,96,,,,,,,,,,,,,
2022/4/10,369,,,,,,,,,,,,,
2022/3/27,73,,,,,,,,,,,,,
2022/3/27,865,,,,,,,,,,,,,
2022/3/27,368,,,,,,,,,,,,,
2022/3/27,48,,,,,,,,,,,,,
2022/3/27,200,,,,,,,,,,,,,
2022/3/27,27,,,,,,,,,,,,,
2022/3/20,0,,,,,,,,,,,,,
2022/1/28,775,,,,,,,,,,,,,
2022/1/28,75,,,,,,,,,,,,,
2022/2/19,0,,,,,,,,,,,,,
2022/4/10,12,,,,,,,,,,,,,
2022/4/10,0,,,,,,,,,,,,,
2022/4/10,149,,,,,,,,,,,,,
2022/4/10,209,,,,,,,,,,,,,
2022/4/10,0,,,,,,,,,,,,,
2022/4/10,0,,,,,,,,,,,,,
2022/4/10,0,,,,,,,,,,,,,
2022/3/27,0,,,,,,,,,,,,,
2022/3/27,0,,,,,,,,,,,,,
2022/3/27,870,,,,,,,,,,,,,
2022/3/27,125,,,,,,,,,,,,,
2022/3/27,1394,,,,,,,,,,,,,
2022/3/27,0,,,,,,,,,,,,,
2022/4/23,50,,,,,,,,,,,,,
2022/4/23,223,,,,,,,,,,,,,
2022/4/23,358,,,,,,,,,,,,,
2022/4/23,207,,,,,,,,,,,,,
2022/4/23,0,,,,,,,,,,,,,
2022/2/21,75,,,,,,,,,,,,,
2022/2/21,659,,,,,,,,,,,,,
2022/2/21,246,,,,,,,,,,,,,
2022/2/21,200,,,,,,,,,,,,,
2022/2/21,648,,,,,,,,,,,,,
2022/2/21,100,,,,,,,,,,,,,
2022/2/21,219,,,,,,,,,,,,,
2022/3/22,525,,,,,,,,,,,,,
2022/1/28,137,,,,,,,,,,,,,
2022/1/28,0,,,,,,,,,,,,,
2022/1/28,465,,,,,,,,,,,,,
2022/2/19,850,,,,,,,,,,,,,
2022/2/19,71,,,,,,,,,,,,,
2022/2/19,100,,,,,,,,,,,,,
2022/4/10,0,,,,,,,,,,,,,
2022/4/10,224,,,,,,,,,,,,,
2022/3/27,172,,,,,,,,,,,,,
2022/3/27,0,,,,,,,,,,,,,
2022/3/27,0,,,,,,,,,,,,,
2022/3/27,0,,,,,,,,,,,,,
2022/3/27,98,,,,,,,,,,,,,
2022/3/27,240,,,,,,,,,,,,,
2022/4/23,795,,,,,,,,,,,,,
2022/4/23,66,,,,,,,,,,,,,
2022/2/21,197,,,,,,,,,,,,,
2022/2/21,267,,,,,,,,,,,,,
2022/2/21,0,,,,,,,,,,,,,
2022/2/21,499,,,,,,,,,,,,,
2022/2/21,275,,,,,,,,,,,,,
2022/3/22,299,,,,,,,,,,,,,
2022/3/22,299,,,,,,,,,,,,,
2022/3/22,100,,,,,,,,,,,,,
2022/3/22,137,,,,,,,,,,,,,
2022/3/22,224,,,,,,,,,,,,,
2022/2/19,551,,,,,,,,,,,,,
2022/2/19,0,,,,,,,,,,,,,
2022/2/19,0,,,,,,,,,,,,,
2022/2/19,350,,,,,,,,,,,,,
2022/2/19,1150,,,,,,,,,,,,,
2022/2/19,0,,,,,,,,,,,,,
2022/4/10,0,,,,,,,,,,,,,
2022/4/10,0,,,,,,,,,,,,,
2022/4/10,98,,,,,,,,,,,,,
2022/4/10,0,,,,,,,,,,,,,
2022/4/23,0,,,,,,,,,,,,,
2022/2/21,472,,,,,,,,,,,,,
2022/8/17,50,,,,,,,,,,,,,
2022/8/17,295,,,,,,,,,,,,,
2022/8/17,326,,,,,,,,,,,,,
2022/8/17,50,,,,,,,,,,,,,
2022/8/17,372,,,,,,,,,,,,,
2022/8/17,529,,,,,,,,,,,,,
2022/8/17,26,,,,,,,,,,,,,
2022/3/22,150,,,,,,,,,,,,,
2022/3/22,312,,,,,,,,,,,,,
2022/3/22,976,,,,,,,,,,,,,
2022/3/22,123,,,,,,,,,,,,,
2022/2/19,25,,,,,,,,,,,,,
2021/9/28,125,,,,,,,,,,,,,
2021/9/28,21,,,,,,,,,,,,,
2021/9/28,94,,,,,,,,,,,,,
2021/9/28,172,,,,,,,,,,,,,
2022/2/18,1085,,,,,,,,,,,,,
2022/2/18,261,,,,,,,,,,,,,
2022/4/23,236,,,,,,,,,,,,,
2022/4/23,0,,,,,,,,,,,,,
2021/10/16,25,,,,,,,,,,,,,
2021/10/16,0,,,,,,,,,,,,,
2021/11/10,25,,,,,,,,,,,,,
2022/8/17,540,,,,,,,,,,,,,
2022/8/17,0,,,,,,,,,,,,,
2022/8/17,0,,,,,,,,,,,,,
2022/8/17,0,,,,,,,,,,,,,
2022/8/17,0,,,,,,,,,,,,,
2022/3/22,0,,,,,,,,,,,,,
2022/1/29,74,,,,,,,,,,,,,
2021/9/28,0,,,,,,,,,,,,,
2021/9/28,25,,,,,,,,,,,,,
2021/9/28,75,,,,,,,,,,,,,
2021/9/28,75,,,,,,,,,,,,,
2021/9/28,224,,,,,,,,,,,,,
2022/2/18,625,,,,,,,,,,,,,
2022/2/18,89,,,,,,,,,,,,,
2022/2/18,0,,,,,,,,,,,,,
2022/2/18,248,,,,,,,,,,,,,
2021/11/10,75,,,,,,,,,,,,,
2021/11/10,0,,,,,,,,,,,,,
2021/11/10,298,,,,,,,,,,,,,
2021/11/10,1446,,,,,,,,,,,,,
2022/8/17,25,,,,,,,,,,,,,
2022/8/17,350,,,,,,,,,,,,,
2022/8/17,24,,,,,,,,,,,,,
2022/8/17,287,,,,,,,,,,,,,
2022/8/17,75,,,,,,,,,,,,,
2022/8/17,115,,,,,,,,,,,,,
2022/1/29,103,,,,,,,,,,,,,
2022/1/29,75,,,,,,,,,,,,,
2022/1/29,1098,,,,,,,,,,,,,
2022/1/29,759,,,,,,,,,,,,,
2022/1/29,50,,,,,,,,,,,,,
2021/9/28,25,,,,,,,,,,,,,
2021/9/28,79,,,,,,,,,,,,,
2021/9/28,2547,,,,,,,,,,,,,
2021/9/28,0,,,,,,,,,,,,,
2021/9/28,0,,,,,,,,,,,,,
2022/4/21,496,,,,,,,,,,,,,
2022/4/21,0,,,,,,,,,,,,,
2022/2/18,318,,,,,,,,,,,,,
2022/2/18,631,,,,,,,,,,,,,
2022/2/18,115,,,,,,,,,,,,,
2022/2/18,194,,,,,,,,,,,,,
2022/2/18,0,,,,,,,,,,,,,
2022/1/12,1621,,,,,,,,,,,,,
2022/1/12,213,,,,,,,,,,,,,
2022/1/12,467,,,,,,,,,,,,,
2022/1/12,200,,,,,,,,,,,,,
2021/11/10,0,,,,,,,,,,,,,
2021/11/10,0,,,,,,,,,,,,,
2021/11/10,0,,,,,,,,,,,,,
2021/11/10,0,,,,,,,,,,,,,
2021/11/10,363,,,,,,,,,,,,,
2022/8/17,175,,,,,,,,,,,,,
2022/1/29,0,,,,,,,,,,,,,
2022/1/29,125,,,,,,,,,,,,,
2022/1/29,24,,,,,,,,,,,,,
2022/1/29,2596,,,,,,,,,,,,,
2022/1/29,0,,,,,,,,,,,,,
2022/4/21,55,,,,,,,,,,,,,
2022/4/21,0,,,,,,,,,,,,,
2022/1/12,25,,,,,,,,,,,,,
2022/1/12,50,,,,,,,,,,,,,
2022/1/12,0,,,,,,,,,,,,,
2022/1/12,172,,,,,,,,,,,,,
2022/1/12,25,,,,,,,,,,,,,
2022/1/12,1,,,,,,,,,,,,,
2022/1/12,0,,,,,,,,,,,,,
2022/1/12,50,,,,,,,,,,,,,
2022/1/12,50,,,,,,,,,,,,,
2021/8/31,200,,,,,,,,,,,,,
2021/8/31,0,,,,,,,,,,,,,
2021/8/31,42,,,,,,,,,,,,,
2021/8/31,171,,,,,,,,,,,,,
2021/8/31,712,,,,,,,,,,,,,
2021/8/31,496,,,,,,,,,,,,,
2021/11/10,148,,,,,,,,,,,,,
2021/11/10,0,,,,,,,,,,,,,
2021/11/10,0,,,,,,,,,,,,,
2022/1/29,725,,,,,,,,,,,,,
2022/1/29,149,,,,,,,,,,,,,
2022/1/29,968,,,,,,,,,,,,,
2022/4/21,0,,,,,,,,,,,,,
2022/4/21,98,,,,,,,,,,,,,
2022/4/21,470,,,,,,,,,,,,,
2022/4/21,248,,,,,,,,,,,,,
2022/4/21,669,,,,,,,,,,,,,
2022/4/21,0,,,,,,,,,,,,,
2022/4/21,100,,,,,,,,,,,,,
2022/1/12,51,,,,,,,,,,,,,
2022/1/12,20,,,,,,,,,,,,,
2021/8/31,756,,,,,,,,,,,,,
2021/8/31,0,,,,,,,,,,,,,
2021/10/16,1110,,,,,,,,,,,,,
2021/10/16,124,,,,,,,,,,,,,
2022/6/18,0,,,,,,,,,,,,,
2022/6/18,71,,,,,,,,,,,,,
2022/6/18,246,,,,,,,,,,,,,
2022/6/18,46,,,,,,,,,,,,,
2022/6/18,1644,,,,,,,,,,,,,
2022/6/18,0,,,,,,,,,,,,,
2022/6/18,117,,,,,,,,,,,,,
2022/6/18,0,,,,,,,,,,,,,
2022/6/18,1241,,,,,,,,,,,,,
2022/6/18,53,,,,,,,,,,,,,
2022/6/18,100,,,,,,,,,,,,,
2022/6/18,21,,,,,,,,,,,,,
2022/4/21,1007,,,,,,,,,,,,,
2022/4/21,25,,,,,,,,,,,,,
2022/4/21,53,,,,,,,,,,,,,
2022/4/21,0,,,,,,,,,,,,,
2022/1/12,21,,,,,,,,,,,,,
2022/1/12,0,,,,,,,,,,,,,
2022/1/12,0,,,,,,,,,,,,,
2021/8/31,25,,,,,,,,,,,,,
2021/8/31,300,,,,,,,,,,,,,
2021/8/31,0,,,,,,,,,,,,,
2021/10/16,125,,,,,,,,,,,,,
2021/10/16,140,,,,,,,,,,,,,
2021/10/16,15,,,,,,,,,,,,,
2022/3/26,0,,,,,,,,,,,,,
2022/6/18,0,,,,,,,,,,,,,
2022/6/18,25,,,,,,,,,,,,,
2021/12/22,356,,,,,,,,,,,,,
2021/12/22,0,,,,,,,,,,,,,
2022/4/21,0,,,,,,,,,,,,,
2022/3/26,0,,,,,,,,,,,,,
2022/3/26,25,,,,,,,,,,,,,
2022/3/26,0,,,,,,,,,,,,,
2022/3/26,187,,,,,,,,,,,,,
2022/3/26,225,,,,,,,,,,,,,
2022/3/26,238,,,,,,,,,,,,,
2022/6/18,0,,,,,,,,,,,,,
2022/6/18,0,,,,,,,,,,,,,
2022/6/18,634,,,,,,,,,,,,,
2022/6/18,121,,,,,,,,,,,,,
2022/6/18,100,,,,,,,,,,,,,
2022/6/18,124,,,,,,,,,,,,,
2022/6/18,75,,,,,,,,,,,,,
2021/12/22,196,,,,,,,,,,,,,
2021/12/22,75,,,,,,,,,,,,,
2021/12/22,50,,,,,,,,,,,,,
2021/12/22,0,,,,,,,,,,,,,
2021/12/22,0,,,,,,,,,,,,,
2021/12/22,505,,,,,,,,,,,,,
2021/12/22,75,,,,,,,,,,,,,
2021/12/22,50,,,,,,,,,,,,,
2022/3/26,741,,,,,,,,,,,,,
2022/3/26,577,,,,,,,,,,,,,
2022/3/26,50,,,,,,,,,,,,,
2022/3/26,330,,,,,,,,,,,,,
2022/3/26,1446,,,,,,,,,,,,,
2022/3/26,0,,,,,,,,,,,,,
2022/5/5,79,,,,,,,,,,,,,
2022/5/5,244,,,,,,,,,,,,,
2022/5/5,0,,,,,,,,,,,,,
2022/5/5,127,,,,,,,,,,,,,
2022/5/5,25,,,,,,,,,,,,,
2021/12/22,350,,,,,,,,,,,,,
2021/12/22,0,,,,,,,,,,,,,
2021/12/22,0,,,,,,,,,,,,,
2021/12/22,175,,,,,,,,,,,,,
2022/2/14,50,,,,,,,,,,,,,
2022/2/14,473,,,,,,,,,,,,,
2022/2/14,449,,,,,,,,,,,,,
2022/2/14,200,,,,,,,,,,,,,
2022/2/14,125,,,,,,,,,,,,,
2022/3/26,322,,,,,,,,,,,,,
2022/5/5,0,,,,,,,,,,,,,
2022/5/5,75,,,,,,,,,,,,,
2022/5/5,200,,,,,,,,,,,,,
2022/5/5,0,,,,,,,,,,,,,
2021/12/22,25,,,,,,,,,,,,,
2021/12/22,92,,,,,,,,,,,,,
2022/2/14,0,,,,,,,,,,,,,
2022/2/14,0,,,,,,,,,,,,,
2022/2/14,0,,,,,,,,,,,,,
2021/12/26,1374,,,,,,,,,,,,,
2021/12/26,1111,,,,,,,,,,,,,
2022/5/5,125,,,,,,,,,,,,,
2022/5/5,0,,,,,,,,,,,,,
2022/2/14,0,,,,,,,,,,,,,
2022/2/14,511,,,,,,,,,,,,,
2022/2/14,76,,,,,,,,,,,,,
2022/2/14,475,,,,,,,,,,,,,
2022/2/14,297,,,,,,,,,,,,,
2022/2/14,110,,,,,,,,,,,,,
2021/12/26,124,,,,,,,,,,,,,
2021/12/26,345,,,,,,,,,,,,,
2021/12/26,0,,,,,,,,,,,,,
2021/12/26,75,,,,,,,,,,,,,
2021/12/26,575,,,,,,,,,,,,,
2021/12/26,148,,,,,,,,,,,,,
2021/12/26,50,,,,,,,,,,,,,
2021/12/18,119,,,,,,,,,,,,,
2021/12/18,145,,,,,,,,,,,,,
2021/10/8,25,,,,,,,,,,,,,
2021/10/8,250,,,,,,,,,,,,,
2021/10/8,121,,,,,,,,,,,,,
2021/10/8,0,,,,,,,,,,,,,
2021/10/8,0,,,,,,,,,,,,,
2021/10/8,192,,,,,,,,,,,,,
2021/10/8,0,,,,,,,,,,,,,
2021/10/8,0,,,,,,,,,,,,,
2022/2/14,75,,,,,,,,,,,,,
2022/2/15,69,,,,,,,,,,,,,
2022/2/15,523,,,,,,,,,,,,,
2022/8/15,200,,,,,,,,,,,,,
2022/8/15,71,,,,,,,,,,,,,
2022/8/15,1356,,,,,,,,,,,,,
2021/12/26,75,,,,,,,,,,,,,
2021/12/26,474,,,,,,,,,,,,,
2021/12/26,99,,,,,,,,,,,,,
2021/12/18,0,,,,,,,,,,,,,
2021/12/18,224,,,,,,,,,,,,,
2021/12/18,19,,,,,,,,,,,,,
2022/2/3,146,,,,,,,,,,,,,
2022/2/3,169,,,,,,,,,,,,,
2022/2/3,172,,,,,,,,,,,,,
2022/2/3,0,,,,,,,,,,,,,
2022/2/3,96,,,,,,,,,,,,,
2021/12/29,400,,,,,,,,,,,,,
2021/10/8,324,,,,,,,,,,,,,
2021/10/8,0,,,,,,,,,,,,,
2022/8/15,49,,,,,,,,,,,,,
2022/8/15,79,,,,,,,,,,,,,
2022/8/15,41,,,,,,,,,,,,,
2022/8/15,275,,,,,,,,,,,,,
2022/8/15,3650,,,,,,,,,,,,,
2021/12/26,0,,,,,,,,,,,,,
2021/8/26,0,,,,,,,,,,,,,
2021/8/26,0,,,,,,,,,,,,,
2021/12/18,0,,,,,,,,,,,,,
2021/12/18,0,,,,,,,,,,,,,
2021/12/18,0,,,,,,,,,,,,,
2022/2/3,165,,,,,,,,,,,,,
2022/2/3,0,,,,,,,,,,,,,
2022/2/3,0,,,,,,,,,,,,,
2022/2/3,0,,,,,,,,,,,,,
2022/2/3,0,,,,,,,,,,,,,
2021/12/29,0,,,,,,,,,,,,,
2021/12/29,98,,,,,,,,,,,,,
2021/12/29,0,,,,,,,,,,,,,
2021/12/29,312,,,,,,,,,,,,,
2021/12/29,373,,,,,,,,,,,,,
2021/12/29,336,,,,,,,,,,,,,
2021/10/8,92,,,,,,,,,,,,,
2021/10/8,2,,,,,,,,,,,,,
2022/8/15,122,,,,,,,,,,,,,
2022/8/15,100,,,,,,,,,,,,,
2021/8/26,0,,,,,,,,,,,,,
2021/8/26,74,,,,,,,,,,,,,
2021/8/26,75,,,,,,,,,,,,,
2021/8/26,38,,,,,,,,,,,,,
2022/2/3,250,,,,,,,,,,,,,
2022/2/3,0,,,,,,,,,,,,,
2022/2/3,316,,,,,,,,,,,,,
2022/2/3,0,,,,,,,,,,,,,
2022/2/3,0,,,,,,,,,,,,,
2022/2/3,564,,,,,,,,,,,,,
2021/12/29,353,,,,,,,,,,,,,
2021/12/29,250,,,,,,,,,,,,,
2022/3/16,129,,,,,,,,,,,,,
2022/3/16,50,,,,,,,,,,,,,
2022/1/10,337,,,,,,,,,,,,,
2022/1/10,0,,,,,,,,,,,,,
2022/1/7,0,,,,,,,,,,,,,
2022/1/7,166,,,,,,,,,,,,,
2021/8/26,100,,,,,,,,,,,,,
2021/8/26,96,,,,,,,,,,,,,
2021/8/26,67,,,,,,,,,,,,,
2021/9/13,75,,,,,,,,,,,,,
2021/9/13,75,,,,,,,,,,,,,
2022/2/2,25,,,,,,,,,,,,,
2022/2/2,549,,,,,,,,,,,,,
2022/2/2,25,,,,,,,,,,,,,
2021/12/29,179,,,,,,,,,,,,,
2021/12/29,141,,,,,,,,,,,,,
2021/12/29,182,,,,,,,,,,,,,
2022/3/16,95,,,,,,,,,,,,,
2022/3/16,96,,,,,,,,,,,,,
2022/3/16,0,,,,,,,,,,,,,
2022/1/10,421,,,,,,,,,,,,,
2022/1/10,774,,,,,,,,,,,,,
2022/1/10,0,,,,,,,,,,,,,
2022/1/10,130,,,,,,,,,,,,,
2022/1/10,240,,,,,,,,,,,,,
2022/1/10,25,,,,,,,,,,,,,
2022/1/10,0,,,,,,,,,,,,,
2022/1/10,0,,,,,,,,,,,,,
2022/1/7,75,,,,,,,,,,,,,
2022/1/7,315,,,,,,,,,,,,,
2022/1/7,229,,,,,,,,,,,,,
2021/12/11,50,,,,,,,,,,,,,
2021/12/11,215,,,,,,,,,,,,,
2021/12/11,2015,,,,,,,,,,,,,
2021/12/11,274,,,,,,,,,,,,,
2021/12/11,81,,,,,,,,,,,,,
2021/9/13,0,,,,,,,,,,,,,
2021/9/13,0,,,,,,,,,,,,,
2021/9/13,0,,,,,,,,,,,,,
2021/9/13,171,,,,,,,,,,,,,
2021/9/13,100,,,,,,,,,,,,,
2021/9/13,0,,,,,,,,,,,,,
2021/9/13,0,,,,,,,,,,,,,
2022/2/2,140,,,,,,,,,,,,,
2022/2/2,1278,,,,,,,,,,,,,
2022/2/2,25,,,,,,,,,,,,,
2022/2/2,50,,,,,,,,,,,,,
2022/2/2,0,,,,,,,,,,,,,
2022/2/2,0,,,,,,,,,,,,,
2022/2/2,0,,,,,,,,,,,,,
2021/12/29,25,,,,,,,,,,,,,
2021/12/29,0,,,,,,,,,,,,,
2021/12/29,2241,,,,,,,,,,,,,
2021/12/29,124,,,,,,,,,,,,,
2022/3/16,0,,,,,,,,,,,,,
2022/3/16,82,,,,,,,,,,,,,
2022/3/16,0,,,,,,,,,,,,,
2022/3/16,1411,,,,,,,,,,,,,
2022/3/16,117,,,,,,,,,,,,,
2022/3/16,112,,,,,,,,,,,,,
2022/3/16,454,,,,,,,,,,,,,
2022/1/10,25,,,,,,,,,,,,,
2022/1/7,29,,,,,,,,,,,,,
2022/1/7,0,,,,,,,,,,,,,
2022/1/7,121,,,,,,,,,,,,,
2022/1/7,0,,,,,,,,,,,,,
2022/1/7,50,,,,,,,,,,,,,
2022/1/7,25,,,,,,,,,,,,,
2022/2/2,112,,,,,,,,,,,,,
2022/2/2,153,,,,,,,,,,,,,
2022/2/2,119,,,,,,,,,,,,,
2022/3/16,149,,,,,,,,,,,,,
2022/3/6,1832,,,,,,,,,,,,,
2022/3/6,322,,,,,,,,,,,,,
2022/3/6,191,,,,,,,,,,,,,
2022/3/6,4,,,,,,,,,,,,,
2022/3/6,329,,,,,,,,,,,,,
2022/1/22,95,,,,,,,,,,,,,
2022/1/22,345,,,,,,,,,,,,,
2021/9/13,0,,,,,,,,,,,,,
2021/9/13,95,,,,,,,,,,,,,
2021/9/13,129,,,,,,,,,,,,,
2021/9/13,0,,,,,,,,,,,,,
2021/9/13,0,,,,,,,,,,,,,
2022/3/6,0,,,,,,,,,,,,,
2022/3/6,0,,,,,,,,,,,,,
2022/3/6,1145,,,,,,,,,,,,,
2022/3/6,403,,,,,,,,,,,,,
2022/3/6,25,,,,,,,,,,,,,
2022/3/6,63,,,,,,,,,,,,,
2022/3/6,349,,,,,,,,,,,,,
2022/1/22,50,,,,,,,,,,,,,
2022/1/22,75,,,,,,,,,,,,,
2022/1/22,398,,,,,,,,,,,,,
2022/1/22,161,,,,,,,,,,,,,
2022/1/22,478,,,,,,,,,,,,,
2022/1/22,0,,,,,,,,,,,,,
2021/9/13,62,,,,,,,,,,,,,
2021/9/13,0,,,,,,,,,,,,,
2021/9/28,23,,,,,,,,,,,,,
2021/9/28,0,,,,,,,,,,,,,
2021/9/28,273,,,,,,,,,,,,,
2021/9/28,75,,,,,,,,,,,,,
2021/9/28,123,,,,,,,,,,,,,
2022/3/6,204,,,,,,,,,,,,,
2022/3/6,96,,,,,,,,,,,,,
2022/1/22,674,,,,,,,,,,,,,
2022/1/22,25,,,,,,,,,,,,,
2022/1/22,25,,,,,,,,,,,,,
2022/1/22,241,,,,,,,,,,,,,
2021/9/28,0,,,,,,,,,,,,,
2021/9/28,278,,,,,,,,,,,,,
2022/7/14,3346,,,,,,,,,,,,,
2022/8/8,636,,,,,,,,,,,,,
2022/8/8,0,,,,,,,,,,,,,
2022/8/8,0,,,,,,,,,,,,,
2022/8/8,0,,,,,,,,,,,,,
2022/8/8,0,,,,,,,,,,,,,
2022/8/8,0,,,,,,,,,,,,,
2022/8/8,250,,,,,,,,,,,,,
2022/8/8,691,,,,,,,,,,,,,
2022/1/22,0,,,,,,,,,,,,,
2022/1/22,274,,,,,,,,,,,,,
2022/1/22,0,,,,,,,,,,,,,
2022/1/22,25,,,,,,,,,,,,,
2022/1/8,462,,,,,,,,,,,,,
2022/1/8,962,,,,,,,,,,,,,
2021/9/28,0,,,,,,,,,,,,,
2022/7/14,0,,,,,,,,,,,,,
2022/7/14,0,,,,,,,,,,,,,
2022/7/14,0,,,,,,,,,,,,,
2022/8/8,0,,,,,,,,,,,,,
2022/8/8,2685,,,,,,,,,,,,,
2022/8/8,4815,,,,,,,,,,,,,
2022/8/8,23,,,,,,,,,,,,,
2022/8/8,150,,,,,,,,,,,,,
2022/8/8,98,,,,,,,,,,,,,
2022/8/8,138,,,,,,,,,,,,,
2021/10/2,100,,,,,,,,,,,,,
2021/10/2,125,,,,,,,,,,,,,
2021/10/2,75,,,,,,,,,,,,,
2022/1/8,246,,,,,,,,,,,,,
2022/1/8,412,,,,,,,,,,,,,
2022/1/8,511,,,,,,,,,,,,,
2022/1/8,0,,,,,,,,,,,,,
2022/1/8,0,,,,,,,,,,,,,
2022/2/21,0,,,,,,,,,,,,,
2022/2/21,504,,,,,,,,,,,,,
2022/2/21,2518,,,,,,,,,,,,,
2022/2/21,2046,,,,,,,,,,,,,
2022/2/21,0,,,,,,,,,,,,,
2022/2/21,0,,,,,,,,,,,,,
2022/7/14,75,,,,,,,,,,,,,
2022/7/14,100,,,,,,,,,,,,,
2022/7/14,117,,,,,,,,,,,,,
2022/7/14,40,,,,,,,,,,,,,
2022/7/14,298,,,,,,,,,,,,,
2022/7/14,44,,,,,,,,,,,,,
2022/8/8,349,,,,,,,,,,,,,
2022/8/8,98,,,,,,,,,,,,,
2022/8/8,1199,,,,,,,,,,,,,
2022/2/28,0,,,,,,,,,,,,,
2022/2/28,25,,,,,,,,,,,,,
2021/10/2,25,,,,,,,,,,,,,
2021/10/2,0,,,,,,,,,,,,,
2021/10/2,0,,,,,,,,,,,,,
2022/1/8,21,,,,,,,,,,,,,
2022/1/9,25,,,,,,,,,,,,,
2022/2/21,0,,,,,,,,,,,,,
2022/2/21,48,,,,,,,,,,,,,
2022/2/21,125,,,,,,,,,,,,,
2022/2/21,168,,,,,,,,,,,,,
2022/2/21,0,,,,,,,,,,,,,
2022/2/21,0,,,,,,,,,,,,,
2022/2/21,171,,,,,,,,,,,,,
2022/2/21,320,,,,,,,,,,,,,
2022/7/14,63,,,,,,,,,,,,,
2022/7/14,1816,,,,,,,,,,,,,
2022/2/28,751,,,,,,,,,,,,,
2022/2/28,767,,,,,,,,,,,,,
2022/2/28,0,,,,,,,,,,,,,
2022/2/28,1338,,,,,,,,,,,,,
2022/2/28,57,,,,,,,,,,,,,
2021/10/2,0,,,,,,,,,,,,,
2021/10/2,101,,,,,,,,,,,,,
2021/10/2,0,,,,,,,,,,,,,
2021/10/2,175,,,,,,,,,,,,,
2021/10/2,0,,,,,,,,,,,,,
2022/7/11,333,,,,,,,,,,,,,
2022/2/21,560,,,,,,,,,,,,,
2022/2/21,165,,,,,,,,,,,,,
2022/2/21,574,,,,,,,,,,,,,
2022/2/21,125,,,,,,,,,,,,,
2022/1/13,0,,,,,,,,,,,,,
2022/1/13,0,,,,,,,,,,,,,
2022/1/13,148,,,,,,,,,,,,,
2022/2/28,25,,,,,,,,,,,,,
2021/10/2,0,,,,,,,,,,,,,
2021/10/2,0,,,,,,,,,,,,,
2021/10/2,0,,,,,,,,,,,,,
2022/3/7,0,,,,,,,,,,,,,
2022/3/7,99,,,,,,,,,,,,,
2022/3/7,0,,,,,,,,,,,,,
2022/3/7,0,,,,,,,,,,,,,
2022/7/11,0,,,,,,,,,,,,,
2022/7/11,200,,,,,,,,,,,,,
2021/9/11,709,,,,,,,,,,,,,
2022/1/13,186,,,,,,,,,,,,,
2022/1/13,271,,,,,,,,,,,,,
2022/1/13,0,,,,,,,,,,,,,
2022/1/13,0,,,,,,,,,,,,,
2022/2/28,0,,,,,,,,,,,,,
2022/3/1,0,,,,,,,,,,,,,
2022/7/2,0,,,,,,,,,,,,,
2022/7/2,250,,,,,,,,,,,,,
2022/3/7,200,,,,,,,,,,,,,
2022/3/7,100,,,,,,,,,,,,,
2022/3/7,241,,,,,,,,,,,,,
2022/3/7,0,,,,,,,,,,,,,
2022/3/7,0,,,,,,,,,,,,,
2022/3/7,168,,,,,,,,,,,,,
2022/7/11,25,,,,,,,,,,,,,
2022/7/11,17,,,,,,,,,,,,,
